市区町村名,大字・丁目名,小字・通称名,緯度,経度
田川市,大字猪国,,33.604287,130.795687
大阪市都島区,都島本通三丁目,,34.707227,135.527195
伊勢崎市,宮前町,,36.323562,139.207351
玉野市,宇野一丁目,,34.492367,133.943835
羽村市,羽東一丁目,,35.757544,139.314545
西宮市,北昭和町,,34.749015,135.353524
川崎市多摩区,登戸,,35.620069,139.5611
和歌山市,永穂,,34.255924,135.246391
中央区,入船二丁目,,35.671295,139.777534
洲本市,池内,,34.318952,134.862916
池田市,伏尾台二丁目,,34.863063,135.438158
北斗市,東前,,41.848418,140.692047
相模原市南区,当麻,,35.53057,139.373731
豊川市,宿町,水入,34.80778,137.359037
倉吉市,下福田,,35.424496,133.75648
横須賀市,長浦町二丁目,,35.289847,139.644101
福岡市西区,大字羽根戸,,33.546206,130.311494
上越市,中央一丁目,,37.173257,138.243523
北九州市小倉南区,大字山本,,33.801489,130.844133
足立区,六町四丁目,,35.784266,139.825719
北九州市門司区,大字今津,,33.880828,130.98205
日高市,大字田波目,,35.925632,139.349399
神戸市東灘区,住吉台,,34.739882,135.254978
横浜市戸塚区,上矢部町,,35.42365,139.534182
倉敷市,玉島黒崎,,34.497389,133.610831
出雲市,湖陵町常楽寺,,35.3042,132.686556
磐田市,豊岡,,34.688553,137.800789
立川市,幸町五丁目,,35.725321,139.41885
札幌市豊平区,福住二条八丁目,,43.007146,141.392873
渋谷区,幡ケ谷一丁目,,35.67676,139.677496
調布市,下石原一丁目,,35.65532,139.538881
新潟市中央区,鳥屋野一丁目,,37.890244,139.022172
山梨市,万力,,35.682952,138.673205
飯塚市,伊岐須,,33.653136,130.664888
宇土市,新町一丁目,,32.683879,130.655381
京都市右京区,鳴滝瑞穂町,,35.024646,135.705376
藤沢市,高倉,,35.40362,139.466324
真岡市,高勢町一丁目,,36.436288,139.977624
いわき市,植田町,根小屋,36.91782,140.787648
姶良市,平松,,31.716218,130.596525
堺市南区,豊田,,34.495595,135.491487
小美玉市,与沢,,36.160981,140.399158
川西市,萩原台西一丁目,,34.84459,135.409781
座間市,座間,,35.488821,139.377572
加東市,松沢,,34.901717,135.010654
名古屋市東区,黒門町,,35.177481,136.933368
豊橋市,新栄町,大溝,34.763074,137.365138
八千代市,小池,,35.776004,140.090374
羽島市,上中町中,,35.300235,136.697993
知立市,弘法町,丁凪,34.996426,137.043731
江南市,古知野町広見,,35.336982,136.872154
臼杵市,大字市浜,,33.113855,131.787903
盛岡市,向中野二丁目,,39.680772,141.136365
伊勢崎市,境小此木,,36.269024,139.230209
帯広市,西七条北一丁目,,42.932164,143.192434
香取市,堀之内,,35.897292,140.438662
新座市,野火止六丁目,,35.801119,139.562723
金沢市,池田町四番丁,,36.5577,136.652768
厚木市,飯山南三丁目,,35.45724,139.327078
西宮市,能登町,,34.752993,135.350744
四日市市,泊山崎町,,34.941714,136.597959
松山市,古三津一丁目,,33.86027,132.724713
奥州市,江刺稲瀬,鶴羽衣台,39.219382,141.145548
熊谷市,妻沼東三丁目,,36.222271,139.385481
加須市,阿佐間,,36.130982,139.658792
高崎市,箕郷町生原,,36.391485,138.962947
甲賀市,甲賀町小佐治,,34.933932,136.214836
松山市,北梅本町,,33.808431,132.847592
伊丹市,北本町三丁目,,34.785958,135.41857
富山市,水橋町,,36.758126,137.30669
練馬区,錦一丁目,,35.75979,139.67181
由利本荘市,二番堰,,39.377872,140.052339
尼崎市,大庄中通三丁目,,34.723715,135.392755
名古屋市名東区,香流三丁目,,35.186644,136.997411
葛飾区,柴又二丁目,,35.759354,139.869555
栗原市,栗駒岩ケ崎,上町裏,38.828907,140.993373
大阪市旭区,清水一丁目,,34.722133,135.555535
松阪市,魚見町,,34.57224,136.598772
あきる野市,瀬戸岡,,35.736235,139.294676
三郷市,前間,,35.863303,139.887803
行方市,山田,,36.076957,140.510622
郡山市,富久山町福原,沼下,37.429365,140.395233
松本市,大字島内,,36.238884,137.949115
昭島市,代官山二丁目,,35.716942,139.360768
松戸市,六高台二丁目,,35.793576,139.990393
葛飾区,新宿三丁目,,35.759322,139.864032
品川区,大井一丁目,,35.605377,139.731501
八尾市,服部川六丁目,,34.627718,135.640026
船橋市,三山九丁目,,35.693159,140.062662
掛川市,千浜,,34.658396,138.079259
盛岡市,上鹿妻與市新田,,39.683894,141.094737
足利市,大沼田町,,36.323982,139.498713
豊中市,春日町五丁目,,34.817162,135.473593
狛江市,東野川四丁目,,35.643707,139.586519
碧南市,東山町六丁目,,34.901567,136.999302
倉敷市,玉島乙島,,34.534954,133.668607
茅ヶ崎市,中島,,35.328924,139.372397
五泉市,論瀬,,37.741651,139.217682
久留米市,高良内町,,33.2913,130.564506
大阪市港区,港晴二丁目,,34.655004,135.443478
春日部市,不動院野,,36.00012,139.77532
小山市,大字下石塚,,36.318996,139.780429
田原市,伊川津町,中島,34.642955,137.145051
江東区,扇橋二丁目,,35.682652,139.814261
船橋市,北本町二丁目,,35.721074,139.982407
尾張旭市,白鳳町二丁目,,35.212529,137.016412
千葉市花見川区,長作町,,35.681119,140.076905
伊豆の国市,奈古谷,,35.078554,138.973629
平川市,本町,村元,40.58738,140.560857
志摩市,志摩町越賀,,34.258536,136.786628
鹿児島市,吉野町,,31.646759,130.595061
鹿児島市,郡山町,,31.680106,130.473229
岩国市,長野,,34.062787,132.204387
倉敷市,二日市,,34.5945,133.796202
佐野市,高萩町,,36.303773,139.593406
生駒市,上町,,34.720749,135.719541
富士宮市,舞々木町,,35.239122,138.624608
刈谷市,小垣江町,中,34.966633,136.993372
千葉市若葉区,五十土町,,35.57866,140.212583
市原市,滝口,,35.476644,140.182294
川崎市高津区,下作延一丁目,,35.603192,139.607692
三木市,志染町広野一丁目,,34.780457,135.007992
伊佐市,大口大田,,32.071345,130.609987
杉並区,久我山五丁目,,35.685962,139.605115
静岡市駿河区,下島,,34.948307,138.410396
横浜市港北区,菊名四丁目,,35.509072,139.635312
荒川区,西日暮里四丁目,,35.731371,139.763501
江戸川区,松島一丁目,,35.704773,139.863153
小金井市,東町二丁目,,35.697284,139.532796
宝塚市,御所の前町,,34.794194,135.366238
静岡市葵区,北四丁目,,35.039616,138.402126
大阪市都島区,御幸町一丁目,,34.714506,135.533231
尼崎市,大庄中通三丁目,,34.722942,135.391684
北九州市小倉北区,小文字一丁目,,33.877115,130.901408
さいたま市浦和区,北浦和五丁目,,35.873018,139.641541
さくら市,氏家,,36.701798,139.97523
岐阜市,境川四丁目,,35.370636,136.746889
郡山市,田村町下行合,宮田,37.371408,140.41062
京都市北区,紫野大徳寺町,,35.042418,135.74531
横須賀市,船越町二丁目,,35.297638,139.624829
伊東市,八幡野,,34.882467,139.102688
いわき市,内郷宮町,金坂,37.045093,140.844012
御所市,大字柏原,,34.45821,135.763199
井原市,西江原町,,34.618004,133.481815
国分寺市,本多五丁目,,35.706233,139.482972
佐世保市,小野町,,33.189156,129.681366
広島市安佐南区,伴南四丁目,,34.450848,132.379715
岡山市北区,中撫川,,34.650622,133.842638
船橋市,三山一丁目,,35.693716,140.043764
市川市,柏井町一丁目,,35.735525,139.975091
川崎市宮前区,宮前平二丁目,,35.585731,139.582672
船橋市,小野田町,,35.777808,140.074412
白河市,三番町,,37.123582,140.203669
大阪市生野区,中川二丁目,,34.661194,135.542848
柏市,松ケ崎,,35.877423,139.976852
葛飾区,新宿三丁目,,35.758106,139.866363
松原市,丹南五丁目,,34.556606,135.556211
熊本市北区,梶尾町,,32.871673,130.723828
練馬区,石神井町七丁目,,35.742714,139.597973
さいたま市大宮区,桜木町四丁目,,35.904153,139.614584
士別市,東八条三丁目,,44.179395,142.402263
釧路市,昭和南六丁目,,43.024933,144.349386
大垣市,赤坂新町四丁目,,35.390797,136.588714
河内長野市,加賀田,,34.422164,135.565135
横浜市神奈川区,菅田町,,35.497719,139.57553
神戸市東灘区,住吉山手八丁目,,34.735323,135.25384
会津若松市,北会津町本田,,37.502907,139.849771
秦野市,菩提,,35.406219,139.194337
豊橋市,野依町,郷道,34.700673,137.383861
寝屋川市,高柳栄町,,34.766779,135.610155
横浜市戸塚区,小雀町,,35.372682,139.509909
周南市,大字富田,,34.074298,131.759623
札幌市東区,東苗穂四条一丁目,,43.088026,141.402352
ふじみ野市,上野台二丁目,,35.877048,139.520247
那珂市,本米崎,,36.50048,140.546583
横浜市中区,山手町,,35.44064,139.652473
伊勢市,黒瀬町,,34.497599,136.73066
登米市,豊里町南町浦,,38.576428,141.236351
葛飾区,細田三丁目,,35.742732,139.869451
宮崎市,大塚町,,31.918098,131.396119
太田市,成塚町,,36.336681,139.340108
伊那市,横山,,35.848708,137.891474
横浜市港南区,上永谷五丁目,,35.401361,139.566887
福井市,成和一丁目,,36.053893,136.244568
対馬市,厳原町久田,,34.1833,129.277147
磐田市,下本郷,,34.708117,137.825128
糸島市,飯原,,33.505199,130.203151
名護市,字辺野古,,26.523152,128.030971
川崎市川崎区,駅前本町,,35.533931,139.700645
八王子市,打越町,,35.63707,139.34852
八幡浜市,栗野浦,,33.451541,132.418396
江東区,新大橋一丁目,,35.689944,139.792809
江戸川区,南葛西二丁目,,35.654185,139.87625
京丹後市,網野町浅茂川,,35.688986,135.017831
倉敷市,真備町市場,,34.646451,133.69379
堺市南区,豊田,,34.496979,135.497149
釧路市,星が浦北二丁目,,43.018273,144.318416
徳島市,川内町,大松,34.122944,134.57258
舞鶴市,字北田辺,,35.452163,135.330582
板橋区,小豆沢一丁目,,35.773562,139.701591
守口市,大久保町二丁目,,34.75179,135.597696
千葉市花見川区,宇那谷町,,35.685577,140.136709
横浜市西区,浅間町三丁目,,35.46183,139.607741
足利市,名草下町,,36.376638,139.482591
高松市,仏生山町,,34.273312,134.036466
川口市,原町,,35.801048,139.707484
沼津市,大平,,35.077952,138.907996
世田谷区,駒沢三丁目,,35.631228,139.652739
長岡市,鳥越,,37.468519,138.765379
目黒区,駒場一丁目,,35.656534,139.688454
さいたま市見沼区,大和田町二丁目,,35.936309,139.64528
大阪市東住吉区,住道矢田二丁目,,34.602035,135.537046
燕市,長所,,37.707478,138.932906
神戸市西区,岩岡町野中,,34.725393,134.93079
横浜市戸塚区,平戸町,,35.423985,139.55973
台東区,上野桜木一丁目,,35.721698,139.773213
熊本市東区,画図町大字重富,,32.761518,130.732487
下田市,柿崎,,34.676083,138.960461
摂津市,鳥飼下一丁目,,34.778313,135.588192
つくば市,小白硲,,36.044891,140.072897
筑紫野市,大字下見,,33.467771,130.560371
あわら市,二面,,36.227797,136.197467
香芝市,穴虫,,34.542227,135.688431
南あわじ市,中条中筋,,34.310345,134.828936
秋田市,飯島穀丁,,39.775562,140.064353
観音寺市,豊浜町和田浜,,34.072017,133.640012
大川市,大字三丸,,33.194081,130.390646
岐阜市,粟野東二丁目,,35.485187,136.78168
鹿児島市,東谷山六丁目,,31.536399,130.523241
仙台市太白区,鈎取,新田町,38.217873,140.847785
藤沢市,高倉,,35.419438,139.473931
千葉市若葉区,大宮町,,35.598134,140.164182
宇都宮市,中岡本町,,36.619634,139.94016
雲南市,木次町新市,,35.2872,132.896641
多摩市,貝取四丁目,,35.613111,139.438553
高島市,新旭町旭,,35.353069,136.046849
横浜市戸塚区,川上町,,35.440825,139.545586
氷見市,窪,,36.84635,136.991751
菊川市,加茂,,34.747967,138.078502
掛川市,西大渕,,34.681264,137.987881
藤井寺市,沢田三丁目,,34.57163,135.611566
高知市,鴨部二丁目,,33.549663,133.504827
新座市,中野一丁目,,35.817416,139.544649
長岡市,栃尾新町,,37.479232,138.99182
大阪市生野区,桃谷三丁目,,34.658009,135.533729
福山市,津之郷町大字津之郷,,34.484434,133.313901
西東京市,北町五丁目,,35.755584,139.564303
白石市,字不澄ケ池,,38.005761,140.624968
広島市佐伯区,五日市駅前二丁目,,34.372536,132.364633
太田市,西長岡町,,36.345266,139.332826
狭山市,柏原,,35.873762,139.404045
高知市,一宮中町一丁目,,33.582803,133.571718
町田市,大蔵町,,35.584376,139.468349
所沢市,くすのき台二丁目,,35.789755,139.47888
京都市右京区,花園宮ノ上町,,35.021274,135.716192
高松市,太田上町,,34.29431,134.039456
堺市中区,伏尾,,34.512407,135.495418
赤磐市,上仁保,,34.778059,133.985148
江東区,塩浜二丁目,,35.66238,139.810692
静岡市清水区,草薙三丁目,,35.002532,138.448137
いわき市,錦町,竹ノ花,36.904446,140.788681
奈良市,青山八丁目,,34.706865,135.844911
墨田区,横川一丁目,,35.703764,139.810222
敦賀市,若葉町二丁目,,35.631877,136.050403
村山市,楯岡馬場,,38.480469,140.395515
御坊市,島,,33.891606,135.158664
京都市上京区,三番町,,35.021512,135.738969
札幌市南区,簾舞,,42.95158,141.249288
白山市,小柳町,ろ,36.475981,136.615302
石狩市,花川北三条六丁目,,43.15557,141.317378
帯広市,西六条南三十四丁目,,42.892048,143.199976
高松市,屋島西町,,34.366077,134.092878
さいたま市西区,三橋五丁目,,35.902214,139.594822
藤井寺市,津堂,,34.582407,135.592726
いわき市,平塩,古川,37.059888,140.915967
みよし市,莇生町,原,35.098486,137.093378
春日市,弥生一丁目,,33.536471,130.448863
静岡市駿河区,中村町,,34.950419,138.391942
八戸市,大字妙,花生,40.480816,141.547212
足立区,中央本町一丁目,,35.774797,139.803708
長岡市,十日町,,37.384531,138.836876
流山市,大字木,,35.83363,139.892413
豊中市,稲津町一丁目,,34.756491,135.475549
江戸川区,鹿骨町,,35.717243,139.88345
臼杵市,大字野田,,33.107652,131.784479
茨木市,大字銭原,,34.92004,135.525899
横浜市金沢区,柴町,,35.34624,139.638147
渋谷区,神宮前六丁目,,35.666521,139.704465
一宮市,浅井町小日比野,古川筋,35.340795,136.838335
函館市,日乃出町,,41.774061,140.751512
上尾市,大字上野,,35.939875,139.558336
藤沢市,長後,,35.415044,139.457387
板橋区,仲宿,,35.752113,139.709608
前橋市,小坂子町,,36.427239,139.113018
松山市,西石井三丁目,,33.819223,132.768948
さいたま市南区,大字太田窪,,35.854824,139.688555
鎌倉市,鎌倉山一丁目,,35.320994,139.519856
印西市,師戸,,35.756127,140.178863
周南市,大字徳山,,34.061158,131.823305
名古屋市北区,丸新町,,35.233688,136.91017
取手市,井野,,35.898696,140.079441
武蔵野市,吉祥寺南町二丁目,,35.701708,139.581419
津市,藤方,,34.688324,136.517213
横浜市緑区,三保町,,35.511618,139.511526
伊東市,八幡野,,34.871879,139.097165
富谷市,大亀,滑理川二番,38.373613,140.9309
大阪市城東区,東中浜七丁目,,34.686097,135.553203
品川区,中延三丁目,,35.607485,139.711
大田区,南馬込五丁目,,35.585088,139.705307
大阪市淀川区,十八条三丁目,,34.747326,135.484989
舞鶴市,字今田,,35.423039,135.341095
浦安市,今川二丁目,,35.641413,139.910036
東大阪市,横沼町三丁目,,34.656083,135.57568
川崎市川崎区,渡田山王町,,35.520082,139.694656
練馬区,光が丘二丁目,,35.75914,139.630356
宜野湾市,我如古一丁目,,26.257846,127.753177
広島市安佐南区,伴東七丁目,,34.465019,132.416409
神栖市,大野原七丁目,,35.888809,140.64442
板橋区,前野町二丁目,,35.763775,139.689266
守谷市,本町,,35.943804,140.004163
仙台市青葉区,中山吉成三丁目,,38.296444,140.818709
姶良市,加治木町木田,,31.742967,130.653264
知立市,本町,中通,35.007103,137.040478
那珂市,菅谷,,36.452522,140.493366
習志野市,鷺沼台二丁目,,35.682535,140.036913
大田区,北嶺町,,35.587856,139.688331
宗像市,青葉台二丁目,,33.775915,130.581665
弘前市,大字三世寺,鳴瀬,40.659368,140.462664
太田市,飯塚町,,36.276837,139.391306
千葉市稲毛区,千草台二丁目,,35.635564,140.120811
三好市,池田町サラダ,,34.027759,133.813763
横浜市磯子区,杉田三丁目,,35.379832,139.617195
堺市堺区,海山町一丁,,34.588004,135.477913
東松山市,大字上野本,,36.023431,139.399036
盛岡市,黒川,三地割,39.640661,141.210469
大阪市天王寺区,大道一丁目,,34.651349,135.514158
出雲市,武志町,,35.381613,132.777433
小山市,大字羽川,,36.364469,139.828867
防府市,大字佐野,,34.046167,131.505916
大阪市旭区,清水三丁目,,34.724766,135.559053
広島市安佐南区,長束三丁目,,34.429574,132.457633
京都市上京区,田村備前町,,35.021541,135.745425
豊見城市,字与根,,26.165381,127.663046
大阪市平野区,喜連五丁目,,34.615812,135.55688
千葉市若葉区,野呂町,,35.583773,140.225253
港区,南麻布一丁目,,35.651785,139.735146
大津市,南郷六丁目,,34.93004,135.911749
北本市,石戸六丁目,,36.015976,139.528912
門真市,大字北島,,34.724593,135.60043
岡山市南区,西七区,,34.549659,133.889087
徳島市,方上町,鶴島,34.023282,134.546491
八代市,島田町,,32.519995,130.633824
仙台市若林区,荒浜,新堀端,38.221766,140.98172
川越市,大字山田,,35.941775,139.481518
茅ヶ崎市,堤,,35.368392,139.422621
熊本市西区,谷尾崎町,,32.804027,130.673503
あま市,木田,道上,35.196179,136.787822
新宿区,箪笥町,,35.700384,139.735138
東大阪市,本町,,34.663854,135.64383
柳川市,古賀,,33.163357,130.390691
廿日市市,佐方二丁目,,34.365493,132.336235
さいたま市中央区,下落合三丁目,,35.886557,139.632173
日高市,大字原宿,,35.904794,139.342316
舞鶴市,亀岩町,,35.450316,135.398904
藤岡市,上落合,,36.261962,139.037509
北区,豊島一丁目,,35.758007,139.740277
前橋市,鼻毛石町,,36.459431,139.179769
札幌市西区,八軒十条西四丁目,,43.094987,141.315501
水戸市,東前三丁目,,36.336736,140.529276
仙台市太白区,八木山東二丁目,,38.234376,140.84535
名古屋市昭和区,広瀬町二丁目,,35.15486,136.931376
藤井寺市,西大井一丁目,,34.577763,135.605489
福井市,南居町,,36.01868,136.174304
天童市,大字芳賀,,38.340774,140.355147
広島市佐伯区,五月が丘三丁目,,34.425342,132.401895
那須烏山市,志鳥,,36.703893,140.102424
宝塚市,上佐曽利,北高野,34.941589,135.313439
東大阪市,友井二丁目,,34.645347,135.585085
木更津市,万石,,35.421858,139.933262
葛飾区,鎌倉四丁目,,35.746844,139.880707
小田原市,曽比,,35.315528,139.137975
岡山市中区,国府市場,,34.691977,133.958724
新発田市,月岡温泉,,37.879375,139.312533
矢板市,中,,36.80124,139.957484
陸前高田市,竹駒町,館,39.034738,141.606259
名古屋市守山区,森宮町,,35.209054,136.965415
佐賀市,久保田町大字新田,,33.240313,130.240428
大分市,大字田尻,,33.189817,131.5948
相模原市中央区,上溝,,35.546746,139.357501
清瀬市,中里三丁目,,35.783696,139.522865
平塚市,寺田縄,,35.35622,139.318625
網走市,南五条東二丁目,,44.020729,144.270686
旭川市,緑が丘東四条二丁目,,43.72393,142.381463
大府市,長根町四丁目,,35.024597,136.968103
関市,本町一丁目,,35.485972,136.92022
川崎市麻生区,白鳥三丁目,,35.607517,139.48304
江戸川区,松江六丁目,,35.687164,139.872981
山鹿市,下吉田,,33.023797,130.69251
品川区,荏原七丁目,,35.609764,139.700213
福岡市早良区,野芥五丁目,,33.536634,130.349876
前橋市,下佐鳥町,,36.346994,139.098366
新潟市東区,海老ケ瀬,,37.929678,139.123484
高槻市,大塚町三丁目,,34.819912,135.635326
熊本市東区,京塚本町,,32.793672,130.750251
さいたま市見沼区,大字片柳,,35.906289,139.689662
鶴岡市,東岩本,北野,38.632496,139.858345
北九州市八幡西区,上上津役四丁目,,33.829061,130.761326
前橋市,総社町総社,,36.406137,139.045498
八幡市,八幡双栗,,34.877677,135.71336
日置市,吹上町永吉,,31.558975,130.347408
新居浜市,下泉町二丁目,,33.948132,133.305939
姫路市,大津区西土井,,34.804377,134.613896
静岡市駿河区,根古屋,,34.967528,138.466404
四日市市,西山町,,34.964096,136.521358
板橋区,前野町一丁目,,35.765787,139.694706
石巻市,双葉町,,38.427756,141.291952
さいたま市南区,大字大谷口,,35.865847,139.679407
足立区,青井四丁目,,35.775864,139.818745
藤枝市,上当間,,34.884859,138.286911
丹波篠山市,犬飼,,35.047848,135.17725
名張市,赤目町丈六,,34.57958,136.059524
加東市,社,,34.919329,134.968712
明石市,大久保町大窪,,34.695144,134.941361
府中市,上下町上下,家之前,34.698397,133.138625
土浦市,高岡,,36.130763,140.151051
栃木市,都賀町大柿,,36.451877,139.692938
橿原市,曽我町,,34.512828,135.775106
姫路市,勝原区勝山町,,34.818219,134.604475
三沢市,大字三沢,横沢,40.695485,141.403525
小田原市,早川,,35.2366,139.144801
横浜市神奈川区,菅田町,,35.498763,139.576979
横須賀市,公郷町三丁目,,35.257828,139.66879
岡山市中区,平井一丁目,,34.642595,133.940275
長野市,川中島町今井,,36.596096,138.149801
世田谷区,代田六丁目,,35.662577,139.664792
長岡京市,奥海印寺,岡本,34.922321,135.680103
藤沢市,湘南台六丁目,,35.399763,139.471211
沼田市,西原新町,,36.647269,139.051472
加東市,畑,,34.932979,135.052714
蓮田市,藤ノ木二丁目,,35.988481,139.664382
高崎市,竜見町,,36.318294,139.007715
富山市,八町,,36.734054,137.185077
練馬区,大泉町二丁目,,35.764715,139.603944
流山市,長崎一丁目,,35.864597,139.934001
大阪市阿倍野区,長池町,,34.625488,135.518705
一宮市,萩原町萩原,寺屋敷,35.284844,136.753985
広島市東区,温品五丁目,,34.412458,132.505625
南相馬市,鹿島区横手,,37.719332,140.954555
京丹後市,網野町網野,,35.677516,135.029568
横浜市港北区,新吉田町,,35.544283,139.610471
戸田市,大字新曽,,35.824706,139.663848
鳴門市,撫養町大桑島,蛭子山,34.188411,134.601963
丸亀市,金倉町,,34.268163,133.779942
宇都宮市,下栗町,,36.531598,139.911543
守山市,伊勢町,,35.042612,135.988791
富士市,原田,,35.17468,138.715475
伊丹市,大野二丁目,,34.8035,135.399246
横浜市港北区,師岡町,,35.518045,139.63982
大和市,深見西三丁目,,35.481076,139.457256
各務原市,蘇原伊吹町二丁目,,35.422542,136.861734
伊豆の国市,三福,,35.008048,138.941873
朝倉市,屋永,,33.394667,130.68207
彦根市,鳥居本町,,35.279705,136.283353
神戸市長田区,神楽町四丁目,,34.659164,135.148197
鳥取市,福部町湯山,,35.543237,134.251355
島原市,城見町,,32.787333,130.357406
宇都宮市,川俣町,,36.609913,139.920354
小金井市,前原町四丁目,,35.688189,139.502723
札幌市手稲区,新発寒七条七丁目,,43.123437,141.274796
静岡市清水区,興津本町,,35.047645,138.515539
鈴鹿市,長澤町,,34.933131,136.492917
久留米市,大善寺町宮本,,33.27945,130.479972
名護市,字天仁屋,,26.588698,128.128947
八千代市,下高野,,35.750002,140.137086
松山市,井門町,,33.79702,132.781549
国立市,北三丁目,,35.700671,139.430704
福岡市博多区,諸岡四丁目,,33.558027,130.447048
神戸市垂水区,名谷町,,34.675987,135.082157
市原市,犬成,,35.501956,140.192584
神戸市北区,道場町塩田,,34.864817,135.23786
名古屋市名東区,小井堀町,,35.172517,137.024944
知多市,梅が丘一丁目,,34.973531,136.874409
太田市,新田市町,,36.31823,139.292884
鶴岡市,本田,八百地,38.753917,139.830779
東村山市,秋津町五丁目,,35.776383,139.491618
中野区,中央三丁目,,35.698401,139.675342
岐阜市,城田寺,,35.466477,136.751929
札幌市中央区,北二条東十丁目,,43.066456,141.371432
渋川市,北橘町八崎,,36.497208,139.023607
岡山市中区,湊,,34.642979,133.952928
貝塚市,清児,,34.426992,135.374844
上越市,大潟区四ツ屋浜,,37.232066,138.329468
静岡市駿河区,中島,,34.944754,138.395223
新居浜市,国領一丁目,,33.937813,133.31968
千葉市稲毛区,黒砂二丁目,,35.625483,140.092099
大分市,大字宮尾,,33.117195,131.702568
小城市,小城町栗原,,33.281288,130.180047
熊本市中央区,二の丸,,32.80378,130.701864
野々市市,藤平田一丁目,,36.519783,136.607952
広島市佐伯区,五日市町大字石内,,34.424538,132.396707
石巻市,門脇,青葉西,38.435183,141.26533
福岡市東区,大字志賀島,,33.668386,130.301404
新潟市東区,船江町一丁目,,37.951346,139.094384
恵庭市,柏陽町三丁目,,42.896158,141.570831
所沢市,大字荒幡,,35.776297,139.44619
甲府市,上阿原町,,35.644604,138.604661
下妻市,下妻戊,,36.181451,139.960798
北九州市八幡西区,永犬丸三丁目,,33.842394,130.728968
金沢市,駅西新町一丁目,,36.592515,136.639334
岡山市中区,竹田,,34.682581,133.938336
成田市,大清水,,35.758057,140.36589
千葉市稲毛区,小深町,,35.656545,140.154541
安中市,西上秋間,,36.352069,138.829427
高石市,東羽衣五丁目,,34.530201,135.444014
長野市,合戦場二丁目,,36.579571,138.158163
北九州市八幡西区,則松六丁目,,33.853348,130.716966
名古屋市北区,六が池町,,35.238712,136.928933
西東京市,新町六丁目,,35.713927,139.531207
日立市,十王町友部,,36.67597,140.687511
函館市,神山三丁目,,41.813793,140.768769
岸和田市,包近町,,34.446942,135.428438
名古屋市北区,辻本通二丁目,,35.202736,136.92347
東久留米市,小山五丁目,,35.765347,139.517662
金沢市,新神田四丁目,,36.562803,136.628885
那須烏山市,野上,,36.634144,140.149892
長崎市,平山町,,32.662828,129.836365
名古屋市千種区,大島町一丁目,,35.160414,136.95108
三好市,池田町マチ,,34.029823,133.8118
札幌市北区,新琴似一条五丁目,,43.105296,141.319632
北九州市八幡東区,荒手二丁目,,33.883247,130.81897
尾鷲市,北浦西町,,34.079907,136.197639
大田区,南六郷二丁目,,35.546448,139.718624
帯広市,西四条南二十六丁目,,42.901934,143.202003
小田原市,栢山,,35.308542,139.142125
茂原市,上永吉,,35.401218,140.28965
伊勢市,小俣町元町,,34.506172,136.672694
登別市,幌別町二丁目,,42.40566,141.104294
旭川市,神居一条七丁目,,43.763323,142.33544
板橋区,高島平三丁目,,35.78942,139.655301
東大阪市,南鴻池町一丁目,,34.694316,135.597673
守谷市,本町,,35.942594,140.011503
京都市東山区,轆轤町,,34.997819,135.775045
宇都宮市,石井町,,36.543136,139.937737
美濃加茂市,加茂野町木野,,35.463043,136.985134
横浜市保土ケ谷区,宮田町二丁目,,35.460165,139.60318
名古屋市中川区,戸田三丁目,,35.137279,136.809302
尼崎市,大庄北三丁目,,34.732555,135.3886
萩市,大字椿東,,34.438824,131.416795
合志市,野々島,,32.911482,130.747508
府中市,中須町,,34.56122,133.255821
新潟市東区,新川町,,37.940422,139.121216
さいたま市南区,大字大谷口,,35.863183,139.691586
横浜市神奈川区,菅田町,,35.494786,139.590952
上尾市,大字堤崎,,35.944136,139.579273
五島市,大荒町,,32.697531,128.828875
大牟田市,大字三池,,33.048123,130.471314
花巻市,大迫町亀ケ森,第二十二地割,39.472688,141.205995
足立区,関原二丁目,,35.766185,139.790378
熊本市南区,白石町,,32.750413,130.635943
松山市,小栗三丁目,,33.828014,132.76019
喜多方市,慶徳町豊岡,今町,37.633982,139.835479
東大阪市,加納三丁目,,34.692592,135.627717
新発田市,戸板沢,,37.907075,139.316094
横浜市都筑区,大棚町,,35.549032,139.592016
藤沢市,打戻,,35.397455,139.414798
熊本市北区,貢町,,32.846239,130.681014
土浦市,常名,,36.095941,140.188674
名古屋市東区,矢田四丁目,,35.194344,136.942165
熊本市東区,画図町大字重富,,32.76725,130.728944
広島市安佐南区,高取北四丁目,,34.480217,132.430846
大阪市淀川区,宮原四丁目,,34.735642,135.495167
山形市,大字下椹沢,,38.267608,140.286269
広島市南区,比治山公園,,34.387107,132.472286
亀岡市,篠町王子,稲葉,34.994529,135.619593
大田区,大森南三丁目,,35.56504,139.741745
所沢市,東狭山ケ丘六丁目,,35.818347,139.42572
豊橋市,神野新田町,イノ割,34.745685,137.354201
練馬区,上石神井一丁目,,35.724913,139.589489
南国市,前浜,,33.546108,133.663259
北九州市小倉南区,葛原本町三丁目,,33.843952,130.920664
東村山市,秋津町三丁目,,35.775933,139.47883
茨木市,大字泉原,,34.887988,135.523943
都城市,志比田町,,31.735763,131.055517
静岡市葵区,足久保奥組,,35.054519,138.342226
新宿区,改代町,,35.708048,139.735014
秦野市,三廻部,,35.400131,139.160801
むつ市,大字関根,北関根,41.367931,141.22739
新潟市西蒲区,角田浜,,37.803127,138.838353
