市区町村名,大字・丁目名,小字・通称名,緯度,経度
四国中央市,金生町山田井,,34.0108,133.593946
坂東市,借宿,,36.0884,139.868051
佐野市,葛生東一丁目,,36.400279,139.608914
足立区,本木北町,,35.7652,139.779086
川崎市宮前区,野川本町三丁目,,35.576786,139.616814
福山市,新市町大字戸手,,34.552335,133.295219
長崎市,深堀町六丁目,,32.680628,129.818871
熊本市中央区,世安町,,32.780905,130.696749
津市,白塚町,,34.760256,136.526364
北九州市八幡西区,光明一丁目,,33.866315,130.720621
松阪市,立野町,,34.548135,136.495732
大田区,南蒲田二丁目,,35.554403,139.723786
いわき市,平沼ノ内,代ノ下,37.010844,140.970674
潮来市,永山,,35.961207,140.510583
北九州市八幡西区,吉祥寺町,,33.807608,130.737752
新潟市江南区,江口,,37.910011,139.138957
相模原市南区,新戸,,35.496105,139.390968
南城市,玉城字糸数,,26.153076,127.760888
川崎市宮前区,菅生ケ丘,,35.598605,139.545829
大分市,大字下徳丸,,33.206688,131.687516
鈴鹿市,広瀬町,,34.90349,136.500162
横浜市栄区,飯島町,,35.374435,139.542421
北九州市門司区,奥田三丁目,,33.907846,130.958721
広島市中区,東白島町,,34.403813,132.463834
東大阪市,河内町,,34.666369,135.645457
足立区,島根三丁目,,35.779007,139.794572
横浜市保土ケ谷区,西谷三丁目,,35.477395,139.570205
都城市,都北町,,31.764405,131.086376
藤沢市,高倉,,35.4172,139.473537
川崎市多摩区,南生田一丁目,,35.607049,139.531099
東根市,大字羽入,,38.406287,140.360327
北九州市若松区,大字有毛,,33.915994,130.696185
福井市,若杉一丁目,,36.059749,136.188209
いわき市,常磐関船町,宿内,36.997188,140.854578
鹿児島市,郡元町,,31.563658,130.542276
宝塚市,逆瀬台五丁目,,34.793162,135.3359
川崎市麻生区,上麻生五丁目,,35.586498,139.501056
江別市,大麻中町,,43.074237,141.492616
横浜市神奈川区,羽沢町,,35.484506,139.580102
南アルプス市,田島,,35.592832,138.488269
平塚市,入野,,35.352379,139.307519
長崎市,昭和三丁目,,32.793935,129.875692
佐倉市,西ユーカリが丘一丁目,,35.737133,140.144392
廿日市市,宮内,,34.342575,132.300305
大田区,西馬込二丁目,,35.585356,139.703825
気仙沼市,後九条,,38.895955,141.548395
福井市,新田塚一丁目,,36.090123,136.206955
杉並区,成田東四丁目,,35.697086,139.632887
京都市左京区,静市市原町,,35.08725,135.75553
東金市,松之郷,,35.589297,140.352361
豊島区,東池袋一丁目,,35.734287,139.714935
福岡市東区,多々良一丁目,,33.631495,130.455282
福岡市南区,柏原五丁目,,33.530224,130.395581
熊本市東区,弓削町,,32.849682,130.794243
横須賀市,追浜東町一丁目,,35.308425,139.629841
藤枝市,大新島,,34.83184,138.273281
伊那市,御園,,35.860528,137.955701
宮崎市,佐土原町西上那珂,,32.02304,131.409672
新座市,馬場二丁目,,35.783355,139.578972
富山市,中川原,,36.67561,137.252261
富士市,南松野,,35.183315,138.601465
稲沢市,平和町,丸渕下,35.232312,136.739263
刈谷市,泉田町,大久屋,35.021656,137.003767
春日井市,美濃町三丁目,,35.240071,136.944453
練馬区,大泉町四丁目,,35.762807,139.601174
一宮市,萩原町串作,滝浦,35.274805,136.764138
福岡市早良区,大字板屋,,33.437397,130.390336
米子市,東山町,,35.429555,133.343778
関市,倉知,,35.467309,136.909313
長岡市,六所,,37.566805,138.869107
津久見市,大字上青江,,33.07741,131.801926
西宮市,北昭和町,,34.748874,135.352268
豊橋市,雲谷町,上ノ山,34.726194,137.472293
豊田市,猿投町,地家,35.170777,137.174951
横浜市緑区,新治町,,35.510052,139.514651
横浜市鶴見区,馬場二丁目,,35.510005,139.648697
大和高田市,北本町,,34.516013,135.742866
新宿区,箪笥町,,35.700602,139.734439
草津市,野村四丁目,,35.026878,135.947492
西東京市,東伏見三丁目,,35.723789,139.563562
札幌市東区,丘珠町,,43.110672,141.388278
越谷市,宮本町五丁目,,35.888165,139.772647
八王子市,石川町,,35.680241,139.362975
青森市,大字油川,柳川,40.847128,140.701842
栗原市,金成,沢辺内畑,38.793014,141.077215
倉敷市,青江,,34.61271,133.757981
鎌倉市,上町屋,,35.337312,139.521488
小郡市,二森,,33.377006,130.561569
甲斐市,篠原,,35.649695,138.521751
武蔵野市,吉祥寺東町二丁目,,35.709512,139.589002
奈良市,学園大和町四丁目,,34.685405,135.745887
和光市,新倉五丁目,,35.80232,139.616656
豊島区,南池袋一丁目,,35.729516,139.71291
桑名市,大字安永,,35.051353,136.682345
つくば市,古来,,36.092911,140.145566
世田谷区,桜一丁目,,35.64606,139.637366
福井市,三留町,,36.040889,136.151898
鶴岡市,羽黒町玉川,玉川,38.708531,139.941001
美唄市,南美唄町,,43.306225,141.887427
相模原市中央区,上溝,,35.542338,139.369034
桑名市,多度町福永,,35.147689,136.648037
神戸市西区,押部谷町木津,,34.746267,135.088789
宮崎市,大字生目,,31.913113,131.368617
岡崎市,岩津町,市場,35.004854,137.172262
札幌市白石区,東札幌五条五丁目,,43.049664,141.396405
江戸川区,瑞江三丁目,,35.695558,139.893913
三原市,沼田西町惣定,,34.381554,132.987287
多賀城市,高崎二丁目,,38.295496,140.994616
南陽市,二色根,,38.054395,140.158396
東根市,神町東三丁目,,38.4058,140.384862
岩国市,周東町下久原,,34.105017,132.055679
札幌市中央区,南五条西七丁目,,43.053956,141.348098
広島市佐伯区,五日市中央五丁目,,34.374934,132.353575
青梅市,友田町一丁目,,35.762143,139.295264
川越市,大字上老袋,,35.948551,139.529369
前橋市,六供町,,36.364894,139.073061
あきる野市,舘谷,,35.731301,139.228502
防府市,大字西浦,,34.014494,131.517734
五所川原市,大字俵元,松代,40.772045,140.514558
岐阜市,則武,,35.445685,136.736287
横浜市西区,西戸部町三丁目,,35.450769,139.617717
札幌市厚別区,上野幌一条一丁目,,43.023192,141.467365
東大阪市,友井一丁目,,34.644678,135.582264
葛城市,疋田,,34.501905,135.724884
横浜市西区,西戸部町一丁目,,35.446129,139.620293
つくば市,小田,,36.156587,140.106201
宿毛市,和田,,32.940045,132.7439
新潟市江南区,酒屋町,,37.833827,139.069285
奈良市,紀寺町,,34.671232,135.833625
宇都宮市,鶴田町,,36.552306,139.860509
高岡市,柴野内島,,36.730146,136.966945
練馬区,東大泉六丁目,,35.743517,139.581622
和光市,下新倉二丁目,,35.790883,139.619812
大津市,神領一丁目,,34.972693,135.914091
青森市,大字羽白,沢田,40.855087,140.691926
富里市,十倉,,35.700431,140.344834
越前市,白崎町,,35.868006,136.15059
春日市,惣利四丁目,,33.514107,130.466813
豊川市,宿町,光道寺,34.801563,137.361878
恵庭市,西島松,,42.925149,141.557282
茅ヶ崎市,甘沼,,35.353584,139.41322
田原市,片西一丁目,,34.693114,137.259579
世田谷区,奥沢三丁目,,35.604077,139.674258
富谷市,大童,八乙女,38.399878,140.918932
横浜市南区,井土ケ谷下町,,35.430876,139.60476
十和田市,西十一番町,,40.613408,141.199591
小樽市,奥沢五丁目,,43.162948,140.999535
山口市,古熊二丁目,,34.180624,131.484705
大田区,南馬込五丁目,,35.585478,139.706504
大船渡市,大船渡町,永沢,39.05098,141.720486
仙台市若林区,荒井,笹屋敷,38.22786,140.964819
札幌市西区,西野八条五丁目,,43.066517,141.265624
大阪市浪速区,浪速西三丁目,,34.655225,135.488164
佐野市,多田町,,36.375257,139.593378
弥富市,平島東二丁目,,35.108502,136.744419
盛岡市,上田,稲荷窪,39.724688,141.151551
名古屋市天白区,菅田三丁目,,35.110753,136.966675
川崎市高津区,下作延七丁目,,35.604675,139.604373
伊勢崎市,茂呂南町,,36.292105,139.204803
半田市,白山町三丁目,,34.891725,136.919995
大崎市,古川新田,夜烏,38.601326,140.92048
板橋区,大山東町,,35.749984,139.703522
和光市,西大和団地,,35.778387,139.606946
富里市,七栄,,35.73496,140.336023
大阪市旭区,太子橋二丁目,,34.73424,135.554752
刈谷市,原崎町七丁目,,35.002856,137.000824
古河市,釈迦,,36.157147,139.751427
富谷市,明石,上向田,38.348186,140.906956
松浦市,御厨町,北平免,33.35103,129.675188
久留米市,善導寺町飯田,,33.328593,130.614036
霧島市,国分下井,,31.716232,130.78489
幸手市,大字外国府間,,36.106811,139.725324
我孫子市,布施,,35.888945,140.018283
加茂市,青海町二丁目,,37.661928,139.052426
貝塚市,木積,,34.39263,135.395174
高松市,木太町,,34.338356,134.078202
豊橋市,東田町,西脇,34.769863,137.40278
廿日市市,宮内,,34.346807,132.302148
岡崎市,能見町,,34.966116,137.163577
山形市,大字長谷堂,,38.215995,140.272886
宇都宮市,田下町,,36.600145,139.817734
京田辺市,興戸町田,,34.808303,135.776079
生駒市,高山町,,34.75543,135.722638
新宿区,弁天町,,35.701732,139.727228
新潟市東区,大形本町六丁目,,37.920691,139.121167
宇城市,松橋町松橋,,32.652956,130.673376
富山市,馬瀬口,,36.625227,137.282827
春日井市,気噴町北二丁目,,35.268013,137.033432
栃木市,都賀町升塚,,36.417269,139.743032
香南市,赤岡町,弥生,33.5407,133.724416
丸亀市,飯山町上法軍寺,,34.240009,133.86649
福井市,原目町,,36.078157,136.267003
八戸市,大字市川町,橋向,40.586138,141.468598
北区,田端三丁目,,35.736755,139.756083
豊島区,駒込五丁目,,35.738714,139.738313
武蔵野市,境一丁目,,35.703716,139.545523
静岡市清水区,長崎新田,,35.01686,138.447773
千歳市,都,,42.875296,141.651094
金沢市,高尾一丁目,,36.522279,136.6415
札幌市手稲区,新発寒五条二丁目,,43.11378,141.277221
宇都宮市,板戸町,,36.598894,139.982318
墨田区,押上一丁目,,35.71043,139.816504
伊勢崎市,田部井町一丁目,,36.357943,139.243915
横浜市中区,大芝台,,35.427896,139.6351
豊田市,市木町,谷耳太,35.099822,137.19409
都城市,上川東一丁目,,31.738443,131.072576
枚方市,南中振一丁目,,34.793964,135.629837
知立市,長田二丁目,,35.002141,137.041484
寝屋川市,木田元宮一丁目,,34.753386,135.62137
台東区,松が谷二丁目,,35.713249,139.785676
薩摩川内市,高江町,,31.826956,130.257572
北本市,西高尾六丁目,,36.033537,139.521346
高山市,新宮町,,36.140058,137.209477
刈谷市,東境町,高山,35.03662,137.038105
周南市,大字戸田,,34.06762,131.693916
水戸市,桜川一丁目,,36.368723,140.476145
横浜市神奈川区,子安通一丁目,,35.48459,139.648404
西東京市,芝久保町三丁目,,35.729962,139.517501
名護市,字親川,,26.620463,128.017201
倉敷市,真備町箭田,,34.642364,133.691624
いわき市,平南白土二丁目,,37.04519,140.906467
宇都宮市,田野町,,36.601055,139.803465
狭山市,大字南入曽,,35.830033,139.417863
朝倉市,長田,,33.370814,130.670329
藤沢市,打戻,,35.400704,139.421651
高槻市,野田一丁目,,34.854458,135.641332
みどり市,笠懸町鹿,,36.393023,139.283547
日光市,手岡,,36.644756,139.744215
伊那市,東春近,,35.803761,137.948283
名古屋市昭和区,石仏町一丁目,,35.146652,136.936226
広島市安佐南区,毘沙門台二丁目,,34.477411,132.460658
佐賀市,金立町大字千布,,33.3017,130.303864
静岡市葵区,瀬名三丁目,,35.02559,138.422764
安城市,根崎町,東石谷,34.905037,137.040705
三田市,長坂,,34.942833,135.176748
春日井市,四ツ家町,二ツ杁,35.260685,136.941773
福山市,春日町浦上,,34.516042,133.413909
高崎市,真町,,36.327444,139.009546
徳島市,国府町早淵,,34.056271,134.484194
相模原市中央区,上矢部四丁目,,35.58079,139.39437
広島市東区,戸坂山根二丁目,,34.436138,132.490503
土岐市,下石町,,35.327531,137.197573
西東京市,中町六丁目,,35.738235,139.557973
香芝市,北今市五丁目,,34.547409,135.696867
西宮市,山口町阪神流通センター一丁目,,34.827312,135.233065
那珂川市,道善三丁目,,33.510278,130.424017
中野区,上鷺宮四丁目,,35.733615,139.626868
鳥取市,吉成,,35.488789,134.217874
西宮市,弓場町,,34.735307,135.322355
八代市,松崎町,,32.512704,130.589384
名古屋市中川区,吉津二丁目,,35.152267,136.822835
千曲市,大字雨宮,,36.552764,138.140681
熊谷市,新堀,,36.17897,139.333239
真庭市,三田,,35.082673,133.689122
前橋市,西片貝町三丁目,,36.388214,139.098966
八潮市,大字木曽根,,35.818644,139.860745
足立区,千住緑町三丁目,,35.746889,139.792424
大阪市住之江区,柴谷一丁目,,34.624163,135.465974
仙台市若林区,日辺,宅地,38.210939,140.914744
一関市,萩荘,釜ケ淵,38.925163,141.112273
目黒区,下目黒五丁目,,35.626979,139.70174
さいたま市岩槻区,大字南下新井,,35.934401,139.715512
芦屋市,浜風町,,34.720151,135.319301
福岡市城南区,松山二丁目,,33.553598,130.362824
神戸市長田区,東尻池町一丁目,,34.661877,135.155213
加古川市,野口町長砂,,34.747002,134.852577
みどり市,大間々町小平,,36.47314,139.305885
沼津市,西沢田,,35.129145,138.844931
大阪市東淀川区,西淡路五丁目,,34.742192,135.512971
土佐市,宇佐町井尻,,33.437265,133.441449
五島市,堤町,,32.671782,128.819777
恵庭市,南島松,,42.903089,141.597074
川口市,大字安行原,,35.843499,139.768022
千葉市若葉区,野呂町,,35.577534,140.245323
川口市,大字辻,,35.825676,139.730217
平塚市,南金目,,35.3599,139.29502
大川市,大字酒見,,33.209807,130.381723
和光市,南一丁目,,35.773839,139.61852
福岡市博多区,立花寺二丁目,,33.56747,130.46676
高岡市,野村,,36.751556,137.039499
水俣市,袋,,32.164955,130.365535
富岡市,一ノ宮,,36.253761,138.863964
宇治市,莵道,池山,34.897028,135.814438
札幌市東区,本町二条四丁目,,43.079352,141.388746
堺市中区,土塔町,,34.53154,135.515424
尼崎市,西松島町,,34.710914,135.422086
名古屋市名東区,若葉台,,35.179754,136.994551
旭川市,七条通十五丁目,,43.769158,142.374343
神戸市垂水区,下畑町,,34.655869,135.087632
新潟市南区,犬帰新田,,37.815058,139.058661
富里市,新橋,,35.726447,140.306209
墨田区,太平一丁目,,35.699472,139.810562
松戸市,殿平賀,,35.835112,139.929924
渋谷区,本町六丁目,,35.680492,139.6779
洲本市,小路谷,,34.330687,134.908534
大阪市北区,西天満五丁目,,34.699736,135.507352
金沢市,田上の里一丁目,,36.544441,136.69147
川口市,大字西立野,,35.858792,139.742175
静岡市清水区,能島,,35.027167,138.459341
摂津市,東正雀,,34.780864,135.551445
鳥取市,吉方,,35.489665,134.235605
大垣市,赤坂新町三丁目,,35.391375,136.589452
水戸市,栗崎町,,36.34865,140.523892
福岡市南区,柏原一丁目,,33.526718,130.405895
吹田市,江坂町四丁目,,34.768339,135.494695
北九州市戸畑区,天神一丁目,,33.891451,130.833051
ひたちなか市,大字津田,,36.40889,140.488878
川崎市中原区,上平間,,35.560392,139.676465
豊川市,国府町,池田,34.832681,137.327424
練馬区,谷原三丁目,,35.751593,139.618303
調布市,佐須町四丁目,,35.658196,139.557801
大阪市西成区,鶴見橋三丁目,,34.64546,135.488344
田辺市,稲成町,,33.743869,135.373269
大阪市城東区,今福南二丁目,,34.697256,135.551095
山形市,大字柏倉,,38.232858,140.266051
盛岡市,北飯岡三丁目,,39.671296,141.136916
大阪市東淀川区,豊里一丁目,,34.738984,135.534123
富士市,中央町一丁目,,35.162463,138.684378
神戸市灘区,新在家南町四丁目,,34.705461,135.234602
釧路市,大楽毛南三丁目,,43.00765,144.278755
札幌市中央区,南一条西六丁目,,43.058754,141.348506
宇和島市,保田,,33.187879,132.54824
新潟市東区,牡丹山一丁目,,37.916717,139.090798
和泉市,仏並町,,34.41055,135.477104
岡山市南区,片岡,,34.5395,133.86586
横手市,八幡,上鶴田,39.323209,140.546431
藤沢市,辻堂西海岸一丁目,,35.323426,139.453012
横須賀市,深田台,,35.27753,139.672361
川西市,萩原台西二丁目,,34.846386,135.407715
下田市,柿崎,,34.677762,138.970028
千葉市稲毛区,園生町,,35.645932,140.10727
